Frame,Joelho,Tornozelo
0,112.63020156173867,145.86095083188528
1,112.86072127997654,144.53729615960037
2,109.92222776853626,142.81291647065487
3,94.43686382506172,146.61576466085074
4,79.60928826623903,140.76672787224825
5,67.7092156081953,144.95638048834962
6,62.18144229144273,149.57244132279746
7,56.27057072864818,153.1326821991863
8,52.750495083557055,150.18204755875323
9,48.69685182032842,145.46777030147456
10,43.464563032175384,147.2408399678894
11,40.94902104451333,152.43251250961188
12,41.67488945018248,152.78571599134838
13,43.08138077132201,159.1775265862811
14,48.80334321528259,156.99276700875103
15,53.713251315509844,149.2404276741888
16,63.17148369350594,140.58939567517504
17,79.06685274485136,142.93857842696127
18,82.74809084315592,136.5222920281429
19,82.28878094444379,136.9682799075421
20,98.76859728765022,140.88219907305975
21,108.37689868003028,140.8730487098409
22,111.09951517590831,152.3456136247695
23,110.5138264919637,147.98393183024334
24,112.2562015478008,134.80463008749595
25,118.25227652334125,135.26995600403063
26,115.1765233070623,143.18899919227027
27,104.35755514610504,143.79111780863443
28,94.93103557059362,151.3088730376433
29,81.27552767711208,145.77749486374603
30,68.27674866282695,149.48811880914198
31,65.24689781588175,151.73536048628173
32,60.73217309469461,149.5184845126269
33,53.204456238992904,150.38349963657402
34,49.51117721613235,157.10521975931442
35,49.015075371006645,136.73237202938822
36,41.58386137709623,148.0807592726278
37,39.92987612858283,155.35626815226965
38,42.13075502705454,152.3797152075822
39,42.40189902205488,157.3038435648387
40,45.57095277157607,155.44157123486792
41,53.60614124754751,138.30572204302698
42,61.11993281183425,155.06464694575308
43,75.60900395771849,148.23779055548937
44,89.08607870022792,136.97394840707219
45,94.59386713176373,125.58726501406072
46,103.13281389608875,148.37578548304424
47,111.43742307310065,129.67585228605572
48,111.45844915521398,159.57706341453667
49,111.06990391828208,117.36836830481275
50,113.86914980543463,129.46796930099399
51,114.25901360966198,137.91621190001743
52,110.96409128234306,141.80315299506276
53,99.97754598036435,146.98731661747826
54,94.3385795516246,140.36101794689037
55,86.80858168505289,139.39282220620248
56,76.03242131968992,142.813250647609
57,63.244184613452575,146.41181001571084
58,55.220347322674584,146.2516091008804
59,51.84216048204916,151.65683954936046
60,44.719943075129855,150.5566748558988
61,40.53997780794191,149.33455845121512
62,37.05596594814175,153.3202675940717
63,37.79199350775114,153.20392690879083
64,45.40879849244236,154.25837514135685
65,53.359123104805555,147.3806283836417
66,64.09633352482928,144.04543384288058
67,69.49948967925181,141.93581056280226
68,72.91444723339424,144.43534679349082
69,80.62920965469701,129.35720061375656
70,94.78443043227001,148.32686736383496
71,106.29213515343696,128.48622239643686
72,110.4617334593879,124.84495218208971
73,107.18326203169221,128.21649504624605
74,110.17105840791166,126.59465704113735
75,113.86090512870967,132.80462380473705
76,103.6889121354498,151.241397222286
77,91.49443198020444,158.23206041511364
78,83.11143695539486,139.4501453216003
79,74.11282907337824,143.9840765851229
80,68.4882854777694,146.72456838601903
81,59.55088100050508,149.88219084457953
82,57.140452344835936,149.45245751004774
83,49.22442794135091,145.00795708829918
84,43.431660267191674,154.82081192844245
85,43.6007509171479,155.0959952656679
86,43.76240505049929,155.47221452172715
87,43.61848699498249,150.6453849767882
88,41.331990779433596,149.73302124665656
89,43.4159043665311,155.2764745678904
90,45.6608238010233,155.19667563787064
91,50.15653263167447,155.7880328604402
92,55.54619079573036,161.87274584572503
93,69.03336648688432,148.37407642640702
94,85.1528057690483,122.22831791293733
95,95.00148257043847,122.78613409728628
96,103.20570352805939,124.61055592432633
97,103.00368671738289,134.01125435343877
98,114.35796252448867,131.48832567194768
99,117.89136765962333,132.83708342911612
100,119.45371337957513,130.96584125125608
101,127.7131620069418,116.86921493386038
102,127.56973714429652,136.25228302770887
103,124.63987933749581,126.62802522771648
104,121.26345749457634,132.55548918932513
105,117.39252506729017,136.82274165371416
106,86.52637055526804,135.0357139597804
107,83.18988838141848,143.2042495935659
108,71.88752899799071,152.38446136682353
109,64.99963158696755,143.23705225573545
110,60.77248249076365,149.57303220811642
111,49.801826021171806,152.44581595977684
112,51.73493731558844,145.18435840755743
113,46.827470541421775,146.3502666945608
114,39.00516040080851,150.3631184191701
115,36.87572425481535,151.41251468563632
116,34.46675899899267,154.15090908098344
117,41.02694435309981,150.952099373451
118,47.24198740941787,147.19570198403463
119,52.07796178820807,164.15473067762755
120,66.76176259060674,154.203197289711
121,68.34503340452994,143.9303223490144
122,87.02180782342339,132.71820726085218
123,99.89707874821305,128.32028382963546
124,105.85684485581892,143.77061793964398
125,107.25152485437805,128.86417782418954
126,107.47445705307852,140.70441114616716
127,110.45905260683742,144.01748400653608
128,117.1901489121163,139.47779111790004
129,119.42348528596746,139.5536258970353
130,120.48884058032156,138.41400574666073
131,111.25189813694125,141.30183768376986
132,101.53283202413677,146.26199865260395
133,91.58821070434631,143.6841308474605
134,75.87980483591882,153.44703010673223
135,66.0157358032626,150.69075447267429
136,59.56151104819534,147.23496840469184
137,53.98817059170929,155.84776243266256
138,49.856127350338305,151.67861141461805
139,51.16217326768155,141.49412699302556
140,45.718375619010324,145.95037275342594
141,42.44881799627202,151.42168572473204
142,38.80562107449727,154.19324982739144
143,40.70031994366646,156.78565558559953
144,42.76564481662827,159.80592838283857
145,47.83141837179294,155.6846419061302
146,53.47437895412516,150.83597778587838
147,61.6869437585981,148.9557893940446
148,74.50609940622101,149.81553059586042
149,88.46770457892194,131.933804741944
150,99.95341710674582,132.27431352918472
151,106.07627100844056,147.31842095904668
152,113.03000690581507,130.65299700309103
153,112.39835031412674,140.96865924126305
154,115.43523286380736,122.63834694927534
155,122.58728138848595,123.31032449427889
156,116.06171363401496,130.61229208064213
157,116.17037203932671,140.83536766864802
158,109.21535964473551,141.953279030925
159,93.78713702114514,121.58654566151978
160,77.66602345515568,133.21110185193507
161,65.4548925472417,149.19226438383205
162,59.92546519224309,152.71054599537172
163,54.252998656359445,147.9343433082638
164,48.25273807697345,159.54905205626466
165,46.892928177958424,149.2235043655884
166,41.06251873478729,146.80955597064082
167,41.51626066232108,148.8691948471959
168,40.57991160647095,150.75895157901087
169,41.92992158312306,159.51255034414774
170,48.661958774164106,153.52659676948952
171,51.7957032352709,151.7295253725208
172,59.740587853465165,139.96643317598333
173,70.0800987799111,132.34175677762778
174,80.90770706800936,131.85839421592618
175,83.72410022637122,126.83423572506568
176,96.05434102841998,134.12326528294096
177,102.80071170097783,139.967564993393
178,102.2591940576405,132.11068401511162
179,110.54030090752009,139.75581217415169
180,115.35988328322944,119.18431478821597
181,115.05912614222478,124.80416565486566
182,117.39697190944604,133.18658057278043
183,111.33739204244641,140.5398359909849
184,103.08574144666981,145.45783676223192
185,90.31933593375001,140.62871856435427
186,83.59298960557015,128.48097896478117
187,64.36320768910768,150.26798126410984
188,58.61467411187838,157.2723561491754
189,53.789647354692775,154.43624729266622
190,51.17477918171786,147.14889438793378
191,48.91498949895148,147.46387264844165
192,46.344675884376905,147.16909094301226
193,42.55510887804574,147.90187911777784
194,42.43699685729762,153.05294133222796
195,45.9490357001211,155.84885108617914
196,51.13323067869082,154.08524515869286
197,55.175239641863925,151.47316615522578
198,57.0543334155888,148.65893661301092
199,68.42413008413843,136.3929733085879
200,84.27146759954277,135.46426319242585
201,89.47357419249514,131.49005198073115
202,99.72154542918454,128.35867961922474
203,107.60130925385262,124.64026628192639
204,109.72206240498564,132.617172281383
205,111.64408184242403,144.242959849672
206,116.17309653119266,139.1013792743285
207,121.23714016710464,127.1376076899086
208,118.03105869340511,140.38129670076833
209,112.00720794942622,141.02756215538093
210,101.92484665320963,151.3835660642418
211,98.09748884933504,140.63613833019812
212,81.11967059439661,144.82660854345718
213,72.87968646938046,147.63057772511536
214,65.8042439792634,142.2705881938687
215,53.918811423541165,147.7476291179951
216,50.08084255032538,147.2194823353383
217,45.75607264480995,141.18196536754158
218,47.597141063557906,144.01508938322328
219,44.13445468236123,145.27010494234264
220,42.28332215075516,147.20558893749276
221,78.90784651025683,153.69248156577868
222,95.46581333082621,151.05906879306684
223,112.11822576933605,144.73006093295956
224,117.94057157873296,127.17226421970354
225,121.66770351705091,134.60787505926706
226,121.98049553964786,133.76804659027184
227,120.40652297816011,134.7307809596072
228,112.01259133848593,140.7195147348273
229,104.97807062403774,138.41266118434623
230,81.64755844187634,135.46043816460323
231,79.47717478910643,140.76361380261528
232,63.57080209702934,153.0948761959762
233,56.52301439159697,149.36195122124383
234,48.30952819774482,158.56593724179675
235,48.25862801903633,149.06414993646078
236,38.43771979425709,151.17996029640165
237,43.287363623474285,158.3500915257193
238,40.11860307173085,151.84267665797597
239,42.727578309089736,145.8476162152575
240,46.49643960913,147.8472510205353
241,48.815652762802245,146.32996103853603
242,49.671719499739496,158.5518984429529
243,63.72332389437713,145.8341125584262
244,72.30683197627206,139.7136881380983
245,80.57253709377771,146.06788232175404
246,89.77331140854652,147.88081847982127
247,73.01660130422208,122.30642659511322
248,75.50010950182195,131.4292298235465
249,70.86915067529213,125.7500233286443
250,81.51394758243421,135.3542433483657
251,88.91592527654998,133.72434619138932
252,95.41584090022322,127.57466423060808
253,94.77022986792181,154.11308588386186
254,106.26081531849245,148.72616725918635
255,125.76636040435541,137.00530044913643
256,116.80341200657595,135.44019237593992
257,114.51444926518195,140.4686819813845
258,113.34374165983526,141.39934243007465
259,111.89031492975292,139.308552517932
260,112.26810441986866,134.1582362212079
261,113.14658942918396,142.70059391565977
262,113.06871273011694,145.16778542495794
263,114.44731662792847,147.0241124981198
264,114.71727535075455,135.19618664372098
265,114.79181010418644,131.59711840803263
266,115.39934689758516,136.98477169008152
267,115.77235468794764,140.10117040427312
268,115.90124313534945,142.54244293208592
269,115.80454255855855,144.5422348238207
270,114.27877719049752,136.08962370615592
271,115.06652980607173,135.9802526513336
272,114.32090094219389,137.630212332862
273,114.04537899582171,138.3994939848543
274,113.68651339016616,140.03191318856116
275,114.45382551556105,146.5672463391911
276,113.93737340600552,147.29685881561903
277,115.42709712439984,148.19644579762354
278,116.65299854428521,146.01723776686802
279,116.31222479286002,148.5638316522488
280,116.37770251947408,149.1162295390461
281,116.78154121240556,150.04150071914205
282,117.00739707909746,148.7616894296896
283,117.5660506774929,147.98548322152118
284,117.64330159930236,145.86631045764912
285,118.04548128823266,145.0296338848204
286,116.78976539681234,146.712946934983
287,116.27849803190794,147.61288562001056
288,115.53769217785356,147.74717658135003
289,115.73998847852236,147.1713397860004
290,115.35164999589969,149.58975899585104
291,113.38933818611676,151.95686703023472
292,112.3014371838495,152.2322768487365
293,111.93331117897831,146.1206701485598
294,112.16295055802946,147.76986496677
295,109.41518135900262,150.16653018210815
296,109.8114039543586,147.4893632189196
297,109.62742777815689,146.5269442338035
298,109.2661019760474,147.79571211968945
299,108.55431439069362,148.23626389095693
300,106.60517310662308,149.52053161825586
301,105.78184196143582,150.66276701257718
302,104.50339928356428,153.21148160368924
303,103.67595857690587,155.16485398783678
304,101.69398404112322,155.98003164217684
305,100.97406768491932,155.7655269262381
306,100.30621276763588,153.9854417178162
307,98.83046177922577,150.95393010283993
308,98.35167756332942,150.4820392843813
309,97.6483306631171,149.28723623173104
310,97.33116971759625,149.56693729469944
311,95.04461215336102,150.6051109793253
312,92.73975294706906,150.2203653740787
313,88.84902933063738,148.60374767323253
314,87.36315620860547,152.25663902610347
315,85.56229169254046,148.78880882937182
316,84.46543589875667,151.83869222227375
317,83.94971127503909,149.88273169479064
318,81.94940133802535,151.55029848320092
319,80.22971656873354,150.8038352426864
320,80.24784800071107,151.3995108021659
321,77.38339318458414,150.71885674307777
322,75.45663576383818,149.0051670280628
323,71.16372077323025,153.14552817588952
324,69.67207587805517,147.18394559514704
325,66.328502196781,147.98254408444816
326,65.2758354699636,148.82045879325196
327,65.59563161039914,150.41903573130418
328,62.336935683183384,150.62810499458848
329,61.30812119466088,152.1960320446166
330,61.18147215526714,152.35848917618048
331,60.29966785134568,152.87317491759245
332,59.610118778774094,152.81311936083102
333,59.79301273229056,152.00419613291228
334,59.35218651906322,150.59839993111228
335,60.05423635861937,150.53873868981844
336,59.62345762705883,148.93808240935707
337,56.055068530467544,149.95562055569522
338,53.7299635889259,150.47380503632726
339,52.609093917130764,150.6130024489127
340,52.026800699584975,149.5515903464992
341,53.062643550455576,150.0991985580513
342,53.90648875341567,149.72903556869036
343,55.48241642806915,150.09423447962288
344,55.072173957654535,149.1015934588149
345,54.55053866972288,147.697948812255
346,53.69563622344733,148.44708721638176
347,54.082587053488766,149.5405685394552
348,53.379306748373345,149.06478245351633
349,53.5636047741355,148.6109380047838
350,52.94356155354013,148.46097886344805
351,52.597573306316114,148.37606433196567
352,51.99862713598928,145.9677370912597
353,50.82518391120658,146.0101014598832
354,49.55676749320784,144.90529602197623
355,50.06263083653075,144.30376916263643
356,46.36026488860316,152.47106787456283
357,46.5828009828858,155.7411352309806
358,45.67998163893358,155.24635961091366
359,45.50325191922649,152.7366846292149
360,45.902986557699734,150.54101298597564
361,42.95825918863111,159.2666908578749
362,44.232180144097946,152.3394395222817
363,42.96070678025012,155.32973558247733
364,43.2846496043069,149.4408135863048
365,42.17500617404395,155.9864938591485
366,41.88680193803489,156.93047264145974
367,41.30433467416259,157.8421075018466
368,41.34792392181309,160.8020096272319
369,45.91516828162727,150.63897856905277
370,46.015618331788644,146.44838814999073
371,43.71663723510722,153.78405707338527
372,44.045458906500585,154.8656170467696
373,42.785679462039816,158.27819906619743
374,42.77570571213914,152.17204119530902
375,38.34672154426181,150.38149730682912
376,37.757150141053366,150.37481390493807
377,36.95116778596832,150.707024117722
378,38.04046273925948,153.0927758221348
379,38.664243287622504,152.20546504791008
380,38.12267331559423,152.86417514078173
381,37.78338847418059,148.508453503933
382,38.06774324937439,147.80585510228127
383,37.95187465754231,147.5391662721996
384,37.81210973056755,146.5867865427193
385,36.4873010028449,149.83556613714106
386,36.03575944073692,151.04108322911517
387,34.888308505886826,151.74625236651855
388,33.448524636052845,151.68551323126206
389,34.54818979174467,150.97978077224573
390,34.988430111453596,150.80140328359914
391,35.1857977846379,150.7393635640733
392,35.95277826490866,152.4263184545051
393,37.605570088431556,153.9156309426487
394,38.395975807758184,153.23309992431285
395,39.246573527497446,153.02234010914808
396,40.362065738249754,154.72493461044286
397,41.64574971557843,155.3301608348358
398,42.80649016790849,159.3621105335123
399,43.26350250043272,159.58606862275838
400,43.90531000676223,158.4843217830304
401,44.49596928964733,155.95219177460362
402,45.28464062988652,152.81526767064966
403,44.96735351221532,152.2313896091876
404,45.05363286809179,151.89627438042785
405,45.19101016068106,151.73893837402701
406,47.358947041195314,156.06453658151682
407,48.42431355518761,158.6524903374464
408,50.86846842572117,156.91069866868477
409,51.40628723181155,153.06471495280044
410,52.96096204485091,149.04716018793138
411,54.66122774940787,153.46988332991603
412,57.27748325026114,155.41475098641368
413,57.99779537457518,157.8105550258027
414,61.48696696412867,152.2253216652123
415,64.21624291723974,154.8978207291466
416,65.59016843440885,154.60342608712506
417,65.24342697010556,154.20669782540662
418,65.33084398697922,150.3431956943798
419,65.76451203985779,153.41686373485703
420,68.83943037594284,156.51155990739346
421,70.19595471679035,148.96965634168663
422,70.41517093724242,145.45371146166414
423,70.26116410317812,145.80695736569385
424,67.64220840334933,144.86673547520473
425,66.37086998817793,146.34853667239543
426,67.68687181550897,147.31417341155878
427,70.98703659090899,140.27736095534007
428,72.86974222521587,143.02502283125926
429,76.81584541307811,138.59566067497875
430,76.5188094536524,142.33234997098538
431,77.49302252516664,143.8215525046675
432,77.74140754029904,136.9491314993439
433,78.65219188171616,146.09926094305624
434,79.6232440467692,147.67949942772233
435,81.25002125541069,147.56517037856676
436,84.06614728015593,150.0205360483275
437,86.49746312041344,147.8470378472713
438,89.37488542875091,147.55484137242573
439,89.20736735588454,144.97455839768915
440,89.84079214480782,141.91575204284737
441,90.69863379116032,132.22723943060086
442,91.0828697308979,127.03703904958036
443,91.49964167784526,128.90909555761763
444,91.31312157328239,135.38656433622324
445,92.21631498228331,137.93968013240016
446,91.94932978394357,142.63460772394717
447,92.8290584666527,144.3865787026333
448,93.48298527281123,145.02379723223243
